trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	selection	timeFromRoundStart	eventType
10	bugs_purple_legs_white_heads_or_orange_wings	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305116344	listener	bug-bug_wings_color-orange	bug-wings_present-true	bug-antennae_color-orange	target	11998	clickedObj
11	bugs_antennae_or_wings_purple_bodies	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305145071	listener	bug-body_color-purple	bug-body_color-purple	bug-head_color-orange	target	25562	clickedObj
12	fish_orange_bodies_or_fangs_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305158043	listener	fish-body_color-orange	fish-stripes_color-orange	fish-stripes_color-white	target	9779	clickedObj
13	flowers_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305176220	listener	flower-thorns_present	flower-stem_color-orange	flower-petals_color-orange	target	15039	clickedObj
14	fish_orange_bodies_purple_stripes_or_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305203636	listener	fish-stripes_color-purple	fish-body_color-white	fish-fangs_present-false	distr2	24223	clickedObj
15	trees_purple_leaves_berries	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305222317	listener	tree-leaves_color-purple	tree-berries_present-false	tree-leaves_color-white	target	15568	clickedObj
16	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305240500	listener	tree-trunk_color-orange	tree-berries_present-true	tree-berries_color-purple	target	15009	clickedObj
17	birds_purple_wings_white_crests_or_white_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305257749	listener	bird-bird_wing_color-purple	bird-bird_wing_color-orange	bird-crest_tail_color-white	target	14127	clickedObj
18	fish_orange_bodies_or_fangs_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305277498	listener	fish-whiskers_present	fish-whiskers_present-true	fish-stripes_present-false	target	16574	clickedObj
19	bugs_purple_wings_or_white_legs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305306397	listener	bug-bug_wings_color-purple	bug-body_color-purple	bug-head_color-white	target	25707	clickedObj
20	bugs_orange_head	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305328944	listener	bug-head_color-orange	bug-head_color-orange	bug-bug_wings_color-purple	target	19385	clickedObj
21	flowers_orange_petals_purple_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305345257	listener	flower-petals_color-orange	flower-petals_color-orange	flower-center_color-orange	target	13152	clickedObj
22	birds_orange_wings_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305367964	listener	bird-bird_wing_color-orange	bird-bird_wing_color-white	bird-crest_tail_color-orange	target	19470	clickedObj
23	bugs_without_wings	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305386209	listener	bug-wings_present	bug-antennae_present-true	bug-bug_wings_color-orange	target	15086	clickedObj
24	trees_orange_berries_purple_trunks_or_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305399369	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-berries_color-orange	target	10041	clickedObj
25	birds_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305426475	listener	bird-tail_present	bird-bird_wing_color-purple	bird-crest_present-false	target	23919	clickedObj
26	bugs_purple_wings_or_white_legs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305447393	listener	bug-legs_color-white	bug-antennae_color-orange	bug-body_color-purple	target	17806	clickedObj
27	bugs_purple_legs_white_heads	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305464496	listener	bug-head_color-white	bug-antennae_color-orange	bug-bug_wings_color-purple	target	13916	clickedObj
28	fish_white_bodies_orange_stripes_or_fangs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305483086	listener	fish-stripes_color-orange	fish-stripes_color-white	fish-body_color-white	target	15443	clickedObj
29	fish_white_bodies_orange_stripes_or_fangs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305497123	listener	fish-body_color-white	fish-body_color-purple	fish-whiskers_present-true	target	10813	clickedObj
30	flowers_purple_stems_or_thorns_white_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305535919	listener	flower-center_color-white	flower-petals_color-white	flower-thorns_present-true	target	35572	clickedObj
31	trees_purple_berries_or_white_trunks	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305560506	listener	tree-trunk_color-white	tree-trunk_color-orange	tree-berries_present-false	target	21451	clickedObj
32	birds_orange_tails_or_white_wings_orange_crests	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305577171	listener	bird-bird_wing_color-white	bird-bird_wing_color-purple	bird-bird_wing_color-orange	target	13553	clickedObj
33	trees_purple_berries	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305588017	listener	tree-berries_color-purple	tree-leaves_color-purple	tree-berries_color-purple	target	7694	clickedObj
34	flowers_purple_stems_white_petals_or_orange_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305597592	listener	flower-center_color-orange	flower-stem_color-purple	flower-stem_color-orange	target	6392	clickedObj
35	trees_orange_berries_purple_trunks_or_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305615778	listener	tree-trunk_color-purple	tree-trunk_color-purple	tree-leaves_color-white	distr1	15078	clickedObj
36	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305637268	listener	tree-leaves_color-white	tree-leaves_color-white	tree-trunk_color-purple	target	18351	clickedObj
37	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305651543	listener	tree-berries_present	tree-berries_present-false	tree-leaves_color-white	target	11130	clickedObj
38	bugs_wings_antennae	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305673743	listener	bug-antennae_present	bug-legs_color-white	bug-body_color-purple	target	19088	clickedObj
39	fish_white_stripes_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305704418	listener	fish-stripes_present	fish-stripes_color-white	fish-fangs_present-false	distr2	27534	clickedObj
40	flowers_purple_petals_or_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305721604	listener	flower-petals_color-purple	flower-center_color-white	flower-petals_color-purple	target	14013	clickedObj
41	flowers_orange_stems	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305742442	listener	flower-stem_color-orange	flower-stem_color-purple	flower-petals_color-orange	target	17628	clickedObj
42	flowers_purple_stems_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305771230	listener	flower-stem_color-purple	flower-center_color-orange	flower-thorns_present-false	target	25682	clickedObj
43	fish_white_stripes_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305786950	listener	fish-stripes_color-white	fish-stripes_color-purple	fish-stripes_color-white	target	12565	clickedObj
44	bugs_purple_legs_white_heads	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1554305806098	listener	bug-legs_color-purple	bug-antennae_present-false	bug-bug_wings_color-purple	target	15961	clickedObj
