rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
bugs_without_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1554308054326	listener	88	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	yes	liked	yes	None	I tried my best to describe as specifically as I could the features that were different about the target,	speaker	1652070	exitSurvey
bugs_without_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1554308080976	listener	88	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	yes	okay	yes	The experiment is grossly underpaid for the amount of time it takes,	Follow instructions of the person describing the image,	listener	1421898	exitSurvey
