rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
birds_orange_wings_tails	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926741332	speaker	86	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	yes	loved	yes	no,  I loved it	so fun!	speaker	1045127	exitSurvey
birds_orange_wings_tails	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926759943	speaker	86	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	yes	loved	yes	Yes! The ones with the fish were cut off on my side and I couldn't see if they had fangs or whiskers,	My partner was AMAZING	listener	910723	exitSurvey
