rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
trees_orange_trunks_or_berries_white_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554928622126	speaker	82	8870-a0d526a8-ee7c-4762-b145-39b00734873c	yes	okay	yes	no	I tried to follow the speakers directions	listener	1420923	exitSurvey
trees_orange_trunks_or_berries_white_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554928655170	speaker	82	8870-a0d526a8-ee7c-4762-b145-39b00734873c	yes	loved	yes	No	quickly find something totally different to describe about the object	speaker	1463327	exitSurvey
