rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
birds_white_crests_or_orange_wings_tails	development	5783-4ded1c7d-4e02-47f8-8935-bac72b3f2b3a	1554920542800	speaker	82	5783-4ded1c7d-4e02-47f8-8935-bac72b3f2b3a	yes	loved	yes	no	tried to describe with the least amount of typing	speaker	1062738	exitSurvey
birds_white_crests_or_orange_wings_tails	development	5783-4ded1c7d-4e02-47f8-8935-bac72b3f2b3a	1554920542804	speaker	82	5783-4ded1c7d-4e02-47f8-8935-bac72b3f2b3a	yes	okay	yes	no	tried to pay attention to details given	listener	1038112	exitSurvey
