rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	confused	comments	strategy	role	totalLength	eventType
trees_orange_berries_purple_trunks_or_white_leaves	development	3727-0ddbdc0d-5cc1-4591-a0a0-055052469b4c	1554921911474	speaker	0	3727-0ddbdc0d-5cc1-4591-a0a0-055052469b4c	yes	yes	I never connected with a partner,i kept waiting and then this screen popped up	N/A	speaker	804229	exitSurvey
