rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
flowers_orange_stems	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1554307821362	listener	58	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	yes	okay	yes	Partner was too slow,	read the description and pick the right image,	listener	1792855	exitSurvey
