trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass
5	trees_purple_leaves_berries	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916130605	speaker	tree-leaves_color-purple	tree-trunk_color-purple	tree-leaves_color-purple	green leaves and trunk	4648	speaker	12461	chatMessage		
6	fish_orange_bodies_or_fangs	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916148685	speaker	fish-body_color-orange	fish-whiskers_present-true	fish-body_color-white	no whiskers, aorange body	7715	speaker	11937	chatMessage		
7	fish_orange_bodies_purple_stripes_or_whiskers	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916167725	speaker	fish-stripes_color-purple	fish-body_color-purple	fish-whiskers_present-false	white body with whiskers	5367	speaker	11087	chatMessage		
8	fish_fangs	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916194601	speaker	fish-fangs_present	fish-body_color-purple	fish-stripes_color-orange	orange body white stripes	5963	speaker	10303	chatMessage		
9	trees_white_leaves_or_orange_berries	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916218711	speaker	tree-berries_color-orange	tree-leaves_present-false	tree-berries_color-purple	orange trunk and balls lavendar leaves	11464	speaker	17751	chatMessage		
10	fish_white_bodies_orange_stripes_or_fangs	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916238237	speaker	fish-body_color-white	fish-whiskers_present-true	fish-stripes_present-true	orange stripes no whiskers	6227	speaker	10533	chatMessage		
11	flowers_purple_stems_white_petals_or_orange_centers	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916256822	speaker	flower-petals_color-white	flower-stem_color-orange	flower-petals_color-orange	all purple	2513	speaker	5423	chatMessage		
12	trees_orange_trunks_or_berries_white_leaves	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916273629	speaker	tree-leaves_color-white	tree-leaves_present-true	tree-trunk_color-purple	red leaves white trunk	6467	speaker	11048	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916288727	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	no head or tail feathers	5487	speaker	9516	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916343622	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	no feathers on the head	3888	speaker	64411	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916378364	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	thoughts?	1328	speaker	99153	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916426322	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	bald bird	2702	speaker	147109	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916504804	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	hello, did you leave me?	9194	speaker	225589	chatMessage		
13	birds_orange_wings_tails	development	9803-1b4d8ff5-22eb-4e9c-b63b-6ba9e29df5b5	1554916539768	speaker	bird-bird_wing_color-orange	bird-crest_present-true	bird-crest_tail_color-orange	i guess ill return 	11889	speaker	260553	chatMessage		
