rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1554321849006	listener	90	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	yes	loved	yes	no	quickly as possible	speaker	2727478	exitSurvey
trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1554321871516	listener	90	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	yes	loved	yes	no but thank you this one was very fun	pay attention to partner clues	listener	1118593	exitSurvey
