rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934050861	speaker	86	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	yes	loved	yes	No issues	Try to describe things in simplest terms	speaker	1110864	exitSurvey
trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934087210	speaker	86	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	yes	liked	yes	No,	Ask questions if needed, The other person did a good job of describing,	listener	1119221	exitSurvey
