rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
bugs_purple_legs_white_heads	development	8508-d4b41e46-53c1-407a-9a2e-5e1e1a345ba7	1554927306204	speaker	78	8508-d4b41e46-53c1-407a-9a2e-5e1e1a345ba7	yes	liked	yes	No,	I just listened to my partner,	listener	1109291	exitSurvey
bugs_purple_legs_white_heads	development	8508-d4b41e46-53c1-407a-9a2e-5e1e1a345ba7	1554927316941	speaker	78	8508-d4b41e46-53c1-407a-9a2e-5e1e1a345ba7	yes	liked	yes	everything ran smoothly	tried to find the one thing that made them different and describe the best i could	speaker	1353644	exitSurvey
