rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
birds_orange_tails_or_white_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554916050066	listener	86	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	yes	liked	yes	no	none	listener	1268742	exitSurvey
birds_orange_tails_or_white_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554916066345	listener	86	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	yes	okay	yes	N/A	Just found the differences between the pictures and described them so they can pick the one that would most likely be the one we need,	speaker	1482400	exitSurvey
