rule	iterationName	gameid	time	firstRole	score	gameId	nativeEnglish	ratePartner	confused	comments	strategy	role	totalLength	eventType
flowers_thorns_purple_petals_or_orange_stems	development	9203-02342de3-ed48-4e91-b7d4-ee13092bb10a	1554919035519	speaker	90	9203-02342de3-ed48-4e91-b7d4-ee13092bb10a	yes	liked	yes	No	just placement and color,	speaker	1323540	exitSurvey
flowers_thorns_purple_petals_or_orange_stems	development	9203-02342de3-ed48-4e91-b7d4-ee13092bb10a	1554919106986	speaker	90	9203-02342de3-ed48-4e91-b7d4-ee13092bb10a	yes	loved	yes	no	place of identification and location,	listener	1302761	exitSurvey
