trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	selection	timeFromRoundStart	eventType
28	birds_orange_tails_or_white_wings_orange_crests	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013374141	listener	bird-bird_wing_color-white	bird-bird_wing_color-purple	bird-crest_tail_color-purple	target	27226	clickedObj
29	birds_white_crests_or_orange_wings_tails	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013416829	listener	bird-crest_tail_color-white	bird-tail_present-true	bird-bird_wing_color-purple	target	39581	clickedObj
30	fish_orange_bodies_or_fangs	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013439812	listener	fish-body_color-orange	fish-body_color-orange	fish-body_color-white	target	19887	clickedObj
31	fish_white_stripes_or_purple_bodies_whiskers	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013462418	listener	fish-body_color-purple	fish-body_color-white	fish-body_color-orange	target	19506	clickedObj
32	bugs_orange_antennae_or_wings	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013495484	listener	bug-antennae_color-orange	bug-bug_wings_color-orange	bug-legs_color-white	target	29970	clickedObj
33	bugs_wings_antennae	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013538198	listener	bug-antennae_present	bug-body_color-purple	bug-antennae_color-orange	target	39617	clickedObj
34	bugs_antennae_or_wings_purple_bodies	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013571896	listener	bug-body_color-purple	bug-antennae_present-true	bug-head_color-orange	target	30602	clickedObj
35	trees_orange_trunks_berries	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013596106	listener	tree-trunk_color-orange	tree-trunk_color-purple	tree-trunk_color-white	target	21098	clickedObj
36	bugs_orange_head	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013632373	listener	bug-head_color-orange	bug-antennae_color-orange	bug-bug_wings_color-orange	target	33169	clickedObj
37	bugs_white_legs_purple_wings_or_orange_antennae	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013665605	listener	bug-legs_color-white	bug-legs_color-white	bug-bug_wings_color-purple	target	30135	clickedObj
38	flowers_purple_stems_white_petals_or_orange_centers	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013697178	listener	flower-petals_color-white	flower-petals_color-white	flower-center_color-orange	target	28473	clickedObj
39	bugs_purple_legs_white_heads_or_orange_wings	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013728012	listener	bug-bug_wings_color-orange	bug-antennae_color-orange	bug-body_color-purple	target	27732	clickedObj
40	trees_purple_trunks_or_white_leaves_orange_berries	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013751461	listener	tree-trunk_color-purple	tree-berries_color-purple	tree-leaves_present-false	target	20350	clickedObj
41	birds_orange_wings_tails	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013780708	listener	bird-bird_wing_color-orange	bird-tail_present-true	bird-bird_wing_color-white	target	26152	clickedObj
42	trees_purple_trunks_or_white_leaves_orange_berries	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013799932	listener	tree-leaves_color-white	tree-berries_present-false	tree-berries_color-purple	target	16126	clickedObj
43	flowers_orange_stems_or_thorns	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013824613	listener	flower-stem_color-orange	flower-petals_color-purple	flower-petals_color-orange	target	21586	clickedObj
44	trees_purple_berries_or_white_trunks	development	9889-e61a8bf2-4d1b-44cc-a4bb-ba7e1112dd6f	1555013861869	listener	tree-trunk_color-white	tree-berries_color-purple	tree-trunk_color-purple	target	34146	clickedObj
